id,featur_typ_code,point_id_field,utm_zone,utm_easting,utm_northing,height,length,strsrvy_rchsrvy_id,sitesrvy_id,comments
30003,F,1155242,11,444898,5706195,,,614077,,
30004,F,1155244,11,445012,5706291,,,614077,,
30007,F,1155278,11,439018,5707261,,,614091,,
30010,F,1155408,11,439186,5704425,,,614153,,
30011,F,1155424,11,438786,5704657,,,614160,,
30012,F,1155508,11,435747,5703085,,,614201,,
30021,F,1155716,11,449125,5726060,5.0,,614296,,
30022,F,1155718,11,449345,5726256,,,614296,,
30026,F,1155738,11,441082,5727733,50.0,,614302,,
30027,F,1155742,11,440978,5727651,,,614303,,
30028,F,1155748,11,439416,5726380,,,614305,,
30031,F,1155802,11,445204,5710942,,,614329,,
30033,F,1155840,11,445651,5707825,50.0,,614346,,
30034,F,1155848,11,446118,5704531,,,614349,,
30035,F,1155850,11,446131,5704815,,,614349,,
30036,F,1155858,11,445400,5701845,,,614352,,
30037,F,1155860,11,445615,5702031,,,614352,,
30038,F,1155869,11,450335,5724326,10.0,,,55892,Actual falls obscured by bedrock.  Height estimated during helicopter overflight.
30084,F,57743,9,451490,6099239,25.0,,,56219,
30086,F,57743,9,452053,6099954,80.0,,,56223,
30090,F,57743,9,455408,6104109,50.0,50,,56237,Falls Barrier- 3 Steps
30091,F,57743,9,455408,6104109,50.0,50,,56237,Falls Barrier- 3 Steps
30092,F,57743,9,455408,6104109,50.0,50,,56237,Falls Barrier- 3 Steps
30138,F,1161387,11,453230,5635827,8.0,0,617035,,25m below reach 2.
30142,F,1161437,11,454443,5632633,4.8,98,,56423,110m below old road.
30145,F,1161449,11,454845,5630764,4.5,0,,56426,"250m above road, bottom of reach 2."
30147,F,1161459,11,451907,5635977,2.7,0,,56429,100m above Teddy bear creek.
30149,F,1162021,,,,4.0,,,56435,4.0 m bedrock falls at top of 300 m survey area
30161,F,1162061,,,,20.0,,,56451,Falls also comprised a series of chutes
30163,F,1162065,,,,9.0,,,56451,Falls located 80 m above first identified falls feature
30164,F,1162069,,,,2.5,,,56453,Bedrock falls
30170,F,1162091,,,,3.0,,,56463,Bedrock falls found along bedrock chute
30180,F,1162708,11,469723,5523908,20.0,10,,56484,Large waterfall
30181,F,1162710,11,469508,5523954,3.0,10,,56484,Waterfall 20m from mouth
30184,F,1162719,11,473573,5522033,2.0,2,,56487,UPSTREAM VIEW OF FALLS
30194,F,1163238,11,607082,5456221,0.4,0,617754,,Low flow barrier @ 290m u/s of confluence
30200,F,1163324,11,599797,5454284,1.0,,617791,,Created by LWD
30204,F,1163346,11,600297,5458506,1.0,,617799,,"Fish above falls, width approx. 4.8m"
30216,F,1163238,11,607082,5456221,0.4,2,,56519,Low flow barrier @ 290m u/s of confluence.
30222,F,1163324,11,599797,5454284,,,,56527,Created by LWD
30226,F,1163346,11,600297,5458506,1.0,,,56530,Fish above fall/width-4.8m
30232,F,1163915,11,424744,5515036,3.0,,,56545,
30233,F,1163917,11,424776,5515014,2.0,,,56545,
30237,F,310493,11,434781,5519409,1.0,,,56550,above site
30243,F,1163939,11,445510,5582760,1.0,,,56554,30m into site 31% gradient for 15m
30245,F,1163943,11,445261,5582470,15.0,,,56554,200m above site
30252,F,1163964,11,419196,5487730,2.0,,,56562,202m from mouth
30253,F,1163966,11,419196,5487730,5.0,5,,56562,209m from mouth
30254,F,1163968,11,419306,5487691,2.0,,,56562,304m from mouth
30256,F,1163974,11,422209,5515928,2.0,1,,56564,2.4 F 250m above lower road
30257,F,1024843,11,431576,5534636,2.0,0,,56566,32% gradient
30259,F,1027166,11,441950,5570918,5.0,5,,56569,Barrier at downstream end of site.
30260,F,1163984,11,441977,5570977,12.0,18,,56569,Located 60 m above first barrier.
30263,F,1163993,11,436223,5597143,8.0,10,,56572,31m above hwy.
30264,F,1163995,11,436269,5597149,17.0,25,,56572,65m above hwy.
30266,F,1164000,11,466883,5607106,3.0,0,,56573,mouth of trib
30267,F,1164002,11,466883,5607106,2.0,0,,56573,4m from mouth
30268,F,1164005,11,418788,5492640,10.0,,,56574,"several barriers ranging from 5-25m, no way to access because of canyon"
30269,F,1164007,11,418942,5492713,20.0,,,56574,
30270,F,1164009,11,419190,5492673,10.0,,,56574,
30271,F,1164011,11,419314,5492556,2.0,,,56574,900m from mouth
30272,F,1024847,11,436372,5530079,15.0,0,,56578,40m from mouth
30275,F,1164023,11,441257,5570666,1.0,0,,56579,88m from hwy.
30276,F,1164026,11,436926,5582780,8.0,12,,56580,158m above hwy.
30277,F,1024851,11,436243,5529811,8.0,0,,56586,mouth of stream
30278,F,1027275,11,440951,5570766,1.0,0,,56587,barrier to fish at mouth 1.4mF
30280,F,1164040,11,441885,5571017,11.0,0,,56589,"1050m from mouth, bottom of site, barrier tofish"
30281,F,1164042,11,441971,5571128,8.0,0,,56589,156m above first falls
30282,F,1164047,11,466670,5607372,2.0,0,,56592,15m from mouth
30283,F,1164049,11,466687,5607374,3.0,0,,56592,70m from mouth
30284,F,1024855,11,436256,5529746,3.0,0,,56594,20m from mouth
30285,F,1024857,11,436250,5529743,4.0,0,,56594,40m from mouth
30287,F,1164060,11,456522,5588835,1.0,,,56597,460m above mouth reach break
30299,F,1164115,11,436579,5584142,18.0,0,,56628,50m above hwy.
30301,F,1164119,11,436712,5584183,7.0,10,,56628,142m above falls
30302,F,1164122,11,439490,5601760,1.0,,,56629,1.2 F no plunge pool
30303,F,1164124,11,439322,5601764,2.0,,,56629,1.6 F
30306,F,1164131,11,440449,5601611,1.0,,,56630,46m above trib -753
30310,F,1164146,11,420041,5511023,2.0,,,56637,425m above road
30312,F,1164150,11,420144,5511016,3.0,,,56637,"500m above road, reach break"
30314,F,1164156,11,424525,5509691,3.0,,,56639,
30316,F,1164160,11,424604,5509680,3.0,,,56639,800m below site 3
30318,F,1164168,11,442285,5585849,2.0,2,,56643,10m from mouth
30320,F,1164175,11,448817,5584094,1.0,,,56646,1.3F
30323,F,1164183,11,438398,5592489,18.0,0,,56648,30m from mouth
30325,F,1164190,11,442431,5594903,2.0,,,56651,268m above mouth
30327,F,1164194,11,442385,5594939,1.0,2,,56651,330m above mouth
30335,F,1164212,11,438772,5601800,1.0,0,,56653,387 m from mouth
30341,F,938906,11,493522,5599411,3.0,,618052,,
30343,F,1164289,11,495350,5592262,,,618074,,
30345,F,1164289,11,495350,5592262,25.0,,,56666,FALLS ABOVE SITE
30346,F,84595,11,493222,5596324,40.0,30,,56667,BARRIER AT UPSTREAM OF SITE
30350,F,1168114,11,559147,5623983,5.0,,619977,,
30352,F,1168482,11,559435,5622466,2.0,,620166,,
30353,F,1168486,11,559883,5623191,15.0,,620167,,fall in reach 4
30354,F,1168782,11,541720,5645715,2.5,1,,56697,Consecutive falls 2.5 to 3.5
30357,F,1168803,11,539590,5648980,2.0,62,,56709,Cascade Falls
30358,F,1168812,11,543822,5643747,9.0,2,,56714,3 tier falls
30361,F,1168821,11,545778,5638437,1.0,4,,56716,Falls in reach 2 Scale: Net
30363,F,1168825,11,545794,5638450,1.9,6,,56716,"Falls, old bridge Scale:Tara"
30366,F,1168848,11,559194,5624413,11.0,4,,56727,Falls
30367,F,1168858,11,555659,5637704,1.7,4,,56732,Falls
30368,F,1168865,11,557966,5633715,1.5,,,56736,falls
30371,D,1168880,11,561275,5623697,6.0,16,,56742,Flume Gate IN REACH 4
30416,F,1170200,11,442478,5431887,20.0,,621261,,"In reach above site 34, viewed only from vehicle."
30420,F,1170477,11,442478,5431887,20.0,,,56891,Falls seen from vehicle at bottom of reach 5.
30423,F,1170513,11,453889,5439024,25.0,5,,56906,"Waterfall at bottom of reach 5, UTM's not available from GPS"
30425,F,1170531,11,450346,5439717,7.0,12,,56913,Waterfall/cascade on reach.
30433,F,1170617,,,,8.0,8,,56939,Fish barrier/ falls
30444,F,1171775,11,480034,5507568,4.0,,622260,,FROM MAPS
30453,F,1172027,11,478098,5507157,3.0,,622381,,FROM MAPS
30455,F,1172215,11,470340,5523633,4.0,,622477,,FROM MAPS
30456,F,1172217,11,471544,5522867,3.0,,622478,,FROM MAPS
30457,F,1172219,11,470644,5523363,2.0,,622478,,FROM MAPS
30469,F,1172247,11,473518,5531707,0.8,,622618,,
30470,F,1172249,11,473522,5531707,20.0,,622618,,
30478,F,1172347,11,479805,5530007,4.0,,622660,,FROM MAPS
30486,F,1172607,11,463888,5500970,2.0,,,56949,
30487,F,1172646,,,,1.5,1,,56965,50M. UPSTREAM FROM SITE
30490,F,1172706,9,655570,6577383,8.0,,622865,,
30491,F,1172734,9,622499,6596530,2.0,,622878,,2 M HIGH FALLS.
30493,F,1172776,10,341899,6493800,10.0,,622897,,
30495,F,1172786,10,348490,6487760,6.0,,622900,,6 M HIGH FALLS
30496,F,1172792,10,342819,6487690,15.0,,622902,,FALLS U/S OF SITE
30497,F,1172804,10,353800,6475010,10.0,,622907,,10-15 M FALLS
30500,F,1173223,11,396302,5730055,2.0,,,57013,Dry falls.
30547,F,1175771,11,648802,5572799,20.0,,,57115,"Falls, PI30004000"
30551,F,1175791,11,655020,5577683,2.0,,,57121,"Falls, PI30004000"
30552,F,1175793,11,655100,5577683,6.5,,,57121,"Falls, PI30004000"
30554,F,1175799,11,656890,5578871,3.0,,,57122,"Falls, PI30004000"
30570,F,57743,10,476290,6020910,1.3,1,,57476,Potential fish passage barier but not conclusive.
30571,D,1178924,10,591849,5665214,,,626005,,
30574,D,1179402,10,599843,5676237,,,626241,,
30575,D,1179490,10,589809,5674769,,,626285,,
30577,F,1179691,10,603200,5664047,20.0,5,,57628,"13m top section, 7m bottom"
30579,F,1179704,10,592847,5657347,1.7,2,,57637,"barrier falls in reach 1, 0.2m length"
30580,F,1179706,10,592783,5657466,2.2,5,,57637,"barrier bedrock falls in reach 2, 0.5m length"
30582,D,1179729,10,599638,5676590,1.2,8,,57656,fish barrier - Ducks Unlimited Map
30605,F,1193634,11,527790,5592248,40.0,20,,57776,"Waterfall, fish migration barrier."
30625,F,57743,10,618140,6135700,1.0,,,57897,Chute captured in u/s photo within site.
30662,F,57743,10,615825,6137224,8.0,,,58017,Major falls
30673,F,57743,10,628750,6119150,,,,58055,Mouth of falls; possible fish obstruction
30674,F,57743,10,628750,6119150,,,,58055,Mouth of falls
30675,F,57743,10,628750,6119150,,,,58055,Mouth of falls
30678,F,57743,10,611607,6068004,6.5,,,58069,Falls on Imperial Creek (another small fall u/s photo)
30707,F,1199237,11,433123,5475763,1.4,0,,58441,50m above mouth.
30708,F,1199239,11,432993,5475639,25.0,0,,58441,190m above mouth.
30713,F,1199256,11,413382,5478198,1.1,0,,58448,50m into clearcut.
30714,F,1199259,11,444658,5585007,1.6,,,58449,"102m upstream of mouth, upstream migration barrier."
30716,F,1199264,11,444883,5585075,6.0,,,58450,364m upstream of mouth.
30718,F,1199270,11,442948,5585720,1.8,,,58452,53m upstream of mouth.
30720,F,1199274,11,443149,5585657,2.0,,,58452,144m upstream of mouth.
30721,F,1199277,11,442381,5586170,2.4,0,,58453,260m upstream of mouth.
30723,F,1199281,11,442215,5586076,6.5,0,,58453,70m upstream of mouth.
30727,F,1199291,11,441524,5586836,6.0,0,,58455,150m upstream of mouth.
30731,F,1199302,11,433747,5540920,1.5,0,,58458,436m above road.
30732,F,1199305,11,433572,5542402,7.0,0,,58459,15m into site.
30733,F,1199307,11,433330,5542331,7.5,0,,58459,65m into site.
30734,F,1199309,11,433260,5542150,5.5,0,,58459,105m into site.
30735,F,1199311,11,433365,5541810,14.0,0,,58459,130m into site.
30737,F,1199316,11,433112,5545748,1.5,0,,58460,66m above old road.
30738,F,1199318,11,432883,5545752,1.6,0,,58460,78m above old road.
30741,F,1199325,11,432486,5545709,1.5,0,,58461,470m above old road.
30742,F,1199327,11,432347,5545500,16.0,0,,58461,550m above old road.
30745,F,1199336,11,454726,5633387,3.0,,,58464,
30746,F,1199338,11,455040,5633858,3.0,,,58464,
30747,F,1199340,11,454811,5633796,4.0,,,58464,
30793,F,1206017,10,545151,6164453,4.0,,640232,,
30794,F,1206029,10,542209,6168046,,,640237,,
30795,F,1206031,10,542304,6168051,,,640237,,
30799,F,1206059,10,563759,6166788,8.0,15,,58606,falls - end of fish use
30801,F,1206068,10,563240,6170736,2.0,,,58611,located 25m d/s of the road crossing.
30802,F,1206074,10,561300,6156695,8.0,,,58615,
30803,F,1206077,10,561586,6154938,1.5,,,58616,
30804,F,1206079,10,561654,6155017,2.0,,,58616,
30805,F,1206081,10,561723,6155329,12.0,,,58616,
30808,F,1206097,10,557670,6158975,1.5,,,58626,
30815,F,1206123,10,556956,6168930,,,,58638,1m falls under bridge/log culvert
30821,F,1206141,10,556485,6171026,15.0,,,58644,falls downstream of the site.
30823,F,1206149,10,556469,6159499,10.0,,,58648,"falls, barrier to fish passage upstream."
30829,F,1206170,10,548785,6174136,10.0,,,58657,falls d/s of the road.
30834,F,1206182,10,549304,6174348,4.0,2,,58659,
30836,F,1206192,10,548516,6165935,2.0,,,58665,
30841,F,1206211,10,543870,6166966,2.0,,,58674,
30842,F,1206214,10,552495,6170126,3.0,,,58675,falls in a canyon
30849,F,1206234,10,544643,6165268,10.0,,,58681,falls barrier to fish migration.
30850,F,1206031,10,542304,6168051,2.0,,,58684,Falls - barrier to fish
30852,F,1206241,10,541685,6167644,6.0,,,58684,falls - barrier to fish
30853,F,1206029,10,542209,6168046,4.0,,,58684,Falls - barrier to fish
30856,F,1206252,10,537340,6170264,10.0,,,58689,Falls and cascades at downstream end of site - barrier to fish
30859,F,1206264,10,530820,6176201,0.5,,,58695,
30865,F,1206281,10,563675,6174846,2.0,,,58702,barrier to fish.
30875,F,1206306,10,552030,6171693,8.0,,,58707,Falls - barrier to fish
30880,F,1206319,10,546949,6173279,3.0,,,58710,
30881,F,1206321,10,546875,6173200,8.0,,,58710,
30882,F,1206325,10,546601,6164739,20.0,,,58712,falls barrier to fish.
30883,F,1206327,10,546675,6164691,3.0,,,58712,falls barrier to fish.
30885,F,1206337,10,542611,6167496,4.0,,,58718,in reach 2.
30886,F,1206339,10,542722,6167527,5.0,,,58718,in reach 2.
30887,F,1206341,10,542833,6167570,6.0,,,58718,in reach 2.
30888,F,1206343,10,542415,6166263,6.0,,,58718,in reach 2.
30895,F,1206922,11,441504,5609118,1.3,0,,58725,100m above clearcut upstream migration barrier.
30896,F,1206927,11,467478,5619122,3.0,,,58728,Bottom of reach possible upstream migration barrier.
30897,F,1206929,11,467178,5619270,5.0,,,58728,"Approximately 380m into reach, permanent migration barrier."
30980,F,1237253,11,597886,5507078,10.0,20,,59229,Falls
30988,F,1261674,10,665439,5680233,2.0,3,,59246,IMPASSABLE WHITE WATER FALLS 82 M BELOW SITE
30995,F,1261725,10,648641,5683394,1.0,1,,59286,SMALL FALLS WITH DIVERTED FLOW IN LFT OF FRAME
31078,F,1329362,10,576567,5593084,15.0,0,702249,,
31083,F,1337409,10,580088,5605991,10.0,5,,59765,Located 40m d/s of confluence.
31084,F,1337411,10,580025,5605968,12.0,10,,59765,Located at confluence.
31097,F,1337457,10,587046,5597076,15.0,5,,59785,
31101,F,1337481,10,591097,5589006,1.2,,,59801,45m u/s of confluence.
31107,F,1337517,10,550298,5574056,20.0,0,,59825,Aerial estimate.
31110,F,1337528,10,548017,5566449,30.0,,,59830,Aerial estimate.
31130,F,1344908,10,372950,6348225,,,710011,,"greater than 2m high, helicopter video reference"
31131,F,1344910,10,372953,6348060,,,710011,,"greater than 2m high, helicopter video reference"
31133,F,1345231,10,374663,6360390,,,710171,,">2m in height, helicopter video reference"
31134,F,1345367,,,,,,710238,,"greater than 2m in height, helicopter video reference"
31135,F,1345369,,,,,,710238,,"greater than 2m in height, helicopter video reference"
31136,F,1345373,,,,,,710239,,"height > 2m, helicopter video reference"
31137,F,1345375,,,,,,710239,,"height > 2m, helicopter video reference"
31141,F,1346298,,,,0.3,0,,60047,0.2 m plunge pool.  Feature is a likely barrier to juvenile fish.
31211,F,1348795,10,545397,6359196,5.0,,,60485,5 m barrier 500 m u/s of site
31212,F,1348801,10,545606,6360003,5.0,,,60487,impassable barrier 700 m downstream of site
31213,F,1348804,10,539575,6357335,3.0,,,60488,impassable fall 1 km upstream of site
31214,F,1348810,10,528325,6347779,6.0,,,60490,impassable barrier located 400 m u/s of site
31215,F,1348814,10,524269,6341651,8.0,,,60491,8 m impassable barrier 2.7 km upstream of site
31225,F,1350111,11,423109,5594988,6.0,,,60514,Upstream migration barrier.
31227,F,1350118,11,415797,5598669,2.8,,,60517,Above site.
31228,F,1350120,11,415755,5598644,30.0,,,60517,30m above site.
31232,F,1350136,11,418901,5610832,3.0,4,,60525,Top of reach.   Possible migration barrier.
31243,F,1350758,9,514892,6045191,3.0,,712947,,barrier to fish; no photos
31244,F,1350926,9,510067,6043288,25.0,,713030,,"falls in reach 4, EFU; no photos"
31245,F,1351010,9,508804,6043189,30.0,,713071,,no photo possible
31246,F,1351012,9,508929,6042758,20.0,,713071,,
31247,F,1351016,9,507951,6044026,40.0,,713072,,no photos possible
31248,F,1351020,9,507743,6044936,25.0,,713073,,no photos possible
31249,F,1351162,9,503994,6043423,15.0,,713143,,no photos possible
31250,F,1351572,9,496942,6051049,15.0,,713347,,
31251,F,1352056,9,499726,6043567,25.0,,713588,,
31252,F,1352408,9,509147,6041052,3.0,,713763,,frames 23-24
31253,F,1352670,9,517194,6040720,10.0,,713893,,no photos taken
31254,F,1352672,9,516940,6040630,20.0,,713893,,no photos taken
31255,F,1352674,9,516638,6040688,15.0,,713893,,
31256,F,1352676,9,516294,6040614,30.0,,713893,,no photos taken
31257,F,1352680,9,515887,6040571,40.0,,713894,,no photos possible
31261,F,1353018,9,652063,6485697,0.5,0,,60747,Drop in bed height at confluence (0.25 m plunge pool).  Barrier to fish during low flows in mainstem.
31263,F,1353050,9,670600,6478242,2.0,0,,60761,Barrier.
31264,F,1353056,9,662582,6478752,2.5,0,,60763,Barrier to fish.
31266,F,1353088,10,346301,6463714,7.0,1,,60777,Bedrock falls is a premanent barrier.
31269,F,1353108,10,353568,6429618,17.0,4,,60784,Bedrock falls - barrier to fish migration.
31270,F,1353110,10,354414,6429814,20.0,4,,60784,Bedrock falls - barrier to fish migration.
31274,F,1353132,10,355784,6455995,1.3,0,,60791,Potential barrier.
31284,F,1356240,9,607187,5997052,2.0,1,,60855,Falls covered in logging slash
31292,F,1356271,9,600750,5984281,1.8,1,,60868,falls barrier to fish.
31297,F,1356293,9,596400,5986671,1.9,2,,60879,Falls
31299,F,1356299,9,601136,5982545,12.0,3,,60881,barrier to fish migration u/s.
31314,F,1356386,9,625321,5996237,25.0,1,,60938,"Falls, barrier to fish migration"
31319,F,1356421,9,608251,6003650,3.0,,,60962,3 m falls at edge of cutblock
31320,F,1356424,9,607843,6003703,20.0,4,,60963,upper limit of fish distribution (20/4)
31322,F,1356435,9,608690,5996522,3.5,4,,60970,Falls impassible to upstream fish migration
31326,F,1356456,9,611303,5988644,8.0,2,,60983,barrier to fish migration
31327,F,1356456,9,611303,5988644,8.0,2,,60983,barrier to fish migration
31336,F,1356492,9,596756,5985057,1.2,,,61001,
31341,F,1356512,9,590487,5974577,4.0,,,61011,at top of canyon
31411,F,1363703,10,597448,5869917,8.0,2,,61772,GPU File R082022B
31413,F,1363707,10,597665,5869892,3.0,1,,61772,Confluence w/s
31454,F,1365499,9,505497,6042440,20.0,0,,61873,"Falls u/s in reach 3, barrier fo fish, high gradient downstream, no photo possible."
31456,F,1365507,9,500983,6045098,25.0,0,,61877,Falls are a barrier to fish in reach 2
31457,F,1365512,9,501451,6048155,70.0,,,61880,Falls - barrier to fish; no photos
31458,F,1365517,9,498215,6045968,1.2,1,,61883,"Fall with no plunge pool, water falls onto rock."
31460,F,1365542,9,507759,6041177,20.0,0,,61904,"falls in reach 2, barrier to fish"
31466,F,1365571,9,517548,6040566,4.0,1,,61921,Falls are a barrier to fish.
31472,F,1365605,9,500525,6038171,10.0,,,61943,"falls in reach 2, upstream of road; no photo possible"
31599,F,1368021,10,306601,5608926,15.0,25,,62666,
31600,F,1368032,10,306778,5609011,40.0,100,,62675,
31603,F,1368488,11,284040,5536085,1.0,,724121,,
31604,F,1368490,11,283992,5536066,2.0,,724121,,
31605,F,1368601,11,279702,5503997,2.0,,724176,,
31608,F,1368655,11,281129,5453245,4.0,,724202,,
31609,F,1368657,11,281089,5453357,30.0,,724202,,
31610,D,1368661,11,277532,5453706,,,724203,,EARTH FILL DAM
31613,F,1368697,11,283522,5504348,1.0,,,62747,"ROCKFALL, 800m UPSTREAM FROM CONFLUENCE WITH TRIBUTARY."
31614,F,1368699,11,283347,5504167,1.0,,,62747,LOG JAM 1064m UPSTREAM FROM CONFLUENCE WITH TRIBUTARY.
31615,F,1368701,11,283347,5504167,1.0,,,62747,"ROCKFALL, 1080m UPSTREAM FROM CONFLUENCE WITH TRIBUTARY."
31620,F,1368725,11,319924,5509821,1.0,,,62761,"ROCKFALL, 200m DOWNSTREAM OF CONFLUENCE WITH ILP 331."
31621,F,1368731,11,296925,5491074,3.0,,,62765,26M UPSTREAM FROM THE CONFLUENCE WITH DESCHAMPS CREEK
31622,F,1368733,11,296925,5491074,4.0,,,62765,27M UPSTREAM FROM THE CONFLUENCE WITH DESCHAMPS CREEK
31623,F,1368735,11,296925,5491074,2.0,,,62765,25M UPSTREAM FROM THE CONFLUENCE WITH DESCHAMPS CREEK
31628,F,1368768,11,281588,5536313,1.0,0,,62788,Located 10 m downstream of the Bear FSR crossing.
31631,F,1368782,11,320598,5510677,2.0,,,62796,110m UPSTREAM OF WETLAND
31635,F,1368791,11,295449,5469222,3.0,,,62797,"ROCKFALL, 350m UPSTREAM FROM GREEN MOUNTAIN ROAD."
31636,F,1368793,11,295438,5469229,2.0,,,62797,"ROCKFALL, 355m UPSTREAM FROM GREEN MOUNTAIN ROAD."
31637,D,1368796,11,301058,5469081,1.0,,,62798,100 m UPSTREAM FROM THE CONFLUENCE WITH TOY LAKE.
31638,F,1368798,11,300975,5469198,6.0,,,62798,118m DOWNSTREAM FROM ROAD CROSSING.
31640,D,1368803,11,295965,5487463,1.0,,,62799,600m UPSTREAM FROM CONFLUENCE WITH SHINGLE CREEK.
31643,D,1368810,11,297443,5488724,1.0,,,62800,100m UPSTREAM FROM THE ROAD CROSSING
31735,F,1372755,11,291004,5671393,1.5,,,62808,Falls-migration barrier (1-2m high)
31742,F,1372777,11,306830,5695485,10.0,8,,62815,Falls at 422m downstream of road.
31743,F,1372779,11,306824,5695519,50.0,10,,62815,Falls at 462m downstream of road.
31745,D,1372789,10,705211,5681895,3.0,25,,62820,Dam and spillway
31748,F,1372802,11,291925,5672484,2.5,,,62824,Fish barrier
31749,F,1372804,11,291948,5672513,16.0,,,62824,Falls 125m downstream of road
31782,F,1372934,11,298212,5679033,30.0,60,,62883,Photo taken upstream of falls
31791,F,1372970,11,298775,5678825,2.0,3,,62896,172m downstream of road
31795,F,1372985,11,299495,5675939,0.9,1,,62903,Bedrock falls at 547m downstream
31796,F,1372987,11,299476,5675971,6.0,15,,62903,Bedrock falls at 615m downstream
31812,F,1373057,11,291407,5676949,1.2,1,,62939,Falls at 180m d/s
31813,F,1373059,11,291390,5676973,2.5,10,,62939,Falls at 205m d/s (40% gradient)
31814,F,1373068,11,301274,5706761,1.0,,,62944,Small falls - one of many numerous small barriers
31815,F,1373073,11,295396,5684482,1.5,,,62947,Falls - barrier 45m u/s of confluence with Barrier River
31817,F,1373078,11,299888,5708190,2.0,4,,62948,Falls at 304m downstream
31821,F,1373086,11,299966,5708166,,,,62948,Falls at 384m downstream
31822,F,1373088,11,299991,5708158,,,,62948,Falls at 415m downstream
31823,F,1373090,11,300010,5708153,,,,62948,Falls at 451m downstream
31825,F,1373098,11,290836,5686162,1.3,1,,62951,308m upstream
31826,F,1373100,11,290917,5685935,12.0,50,,62951,50m upstream of Sprague Creek
31828,F,1373107,11,292056,5685715,10.0,15,,62953,Falls at approx. 150m upstream
31834,F,1374525,10,414521,5960044,15.0,4,,63674,
31835,F,1374525,10,420978,5961671,15.0,1,,63926,WATERFALL - FISH BARRIER TO U/S MIGRATION
31851,F,1376350,10,570691,6133601,1.3,1,727102,,
31853,F,1376354,10,570738,6133443,3.0,2,727102,,Located approximately 10m further d/s
31855,F,1376378,10,562083,6137185,3.2,,727112,,Series of falls approximately 50m below Shell Road.
31858,F,1376384,10,562000,6137000,2.2,,727112,,Approximately 100m u/s from Shell Road bridge
31859,F,1376392,10,586381,6165576,1.5,1,727115,,"May not be a barrier at high flow, possible side channel."
31860,F,1376394,10,586600,6165700,1.5,,727115,,"Approximately 200m d/s of last falls.  Probably a barrier, no base pool, no possible side channel."
31861,F,1376396,10,586600,6165700,2.0,,727115,,Immediately d/s of last falls (NID 90006).  Likely a barrier
31862,F,1376398,10,586600,6165700,1.5,,727115,,Not as steep (could be passable to bigger fish at higher flow)
31866,F,1376412,10,609800,6080700,2.5,,727118,,
31867,F,1376412,10,609800,6080700,2.5,,727118,,
31871,F,1376422,10,554245,6133604,2.0,,,64401,Located at mouth of trib where it joins mainstem
31872,F,1376425,10,553869,6133320,1.1,,,64402,Exactly 30m u/s from mainstem confluence
31988,F,1379291,9,490398,6193959,25.0,,,64531,Impassable to all fish.
31990,F,1379301,9,487897,6196812,3.0,,,64534,Impassable to all fish - 200m u/s from cascade.
31991,F,1379309,9,489274,6195634,2.5,,,64537,"Impassable barrier, NFC below anyway. UTM not accurate. ~120m u/s from reach 2 upper boundary."
31994,F,1379327,9,485218,6197524,5.0,,,64543,Impassable to fish anyway
31995,F,1379333,9,482912,6195859,8.0,,,64545,MJ - 1st impassable barrier to fish
31996,F,1379341,9,483526,6192273,2.5,,,64548,"Impassable 1st falls, very shallow jump pool"
31997,F,1379343,9,483629,6192283,18.0,,,64548,2nd impressive barrier
31998,F,1379353,9,483333,6191100,5.0,,,64552,Impassable to all fish. Mark upstream limit of anadromous use.
31999,F,1379361,9,485143,6186175,25.0,,,64555,Dfinmite barrier but no fish in stream anyway - 100m upstream from beginning of site (no UTM).
32002,F,1379371,9,483576,6191387,18.0,,,64557,Definite barrier to all fish - consists of several back to back falls with total height of 18m
32005,F,1381224,10,586198,6162062,3.0,,729461,,Falls
32006,F,1381226,10,586238,6162042,3.0,,729461,,Approx. 30m d/s from NID 2025.
32007,F,1381228,10,586272,6161997,4.0,,729461,,Approx. 50m d/s from NID 2026.
32008,F,1381230,10,586285,6161937,8.0,,729461,,Approx. 20m d/s from NID 2027.
32011,F,1381434,10,580748,6162000,50.0,,729569,,Approx. 50m high falls.  No photos
32012,F,1382172,10,584478,6162053,3.0,,,64667,Falls 20m u/s of confluence
32025,F,1384095,10,612948,6088129,60.0,3,,64697,Roll 23 Frame 1 is u/s from u/s mainstem.  Roll 24 Frame 2 is u/s from d/s mainstem.
32040,F,1391421,10,606773,6119008,2.0,,734496,,
32041,F,1391423,10,606773,6119008,3.5,,734496,,
32043,F,1391577,10,608280,6106924,4.0,,734571,,Two flows over rock falls.  Left flow is stepped slightly but steps occur approximately 1m apart from each other making fish passage unlikely.  Ledges are also very narrow (approximately 0.3m) with no pooling of water.
32044,F,1391579,,,,10.0,,734571,,RAB
32045,F,1391579,,,,3.0,,734571,,RAB
32046,F,1391579,,,,3.0,,734571,,RAB
32047,F,1391579,,,,10.0,,734571,,RAB
32048,F,1391579,,,,3.0,,734571,,RAB
32049,F,1391579,,,,3.0,,734571,,RAB
32060,F,1392078,10,590039,6092237,3.0,,734809,,RAB
32061,F,1392078,10,590039,6092237,10.0,,734809,,RAB
32062,F,1392078,10,590039,6092237,4.0,,734809,,RAB
32063,F,1392078,10,590039,6092237,30.0,,734809,,RAB
32064,F,1392078,10,590039,6092237,3.0,,734809,,RAB
32065,F,1392078,10,590039,6092237,10.0,,734809,,RAB
