stream_crossing_id,watershed_group_code,updated_barrier_result_code,reviewer,notes
195443,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195444,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195445,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195448,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195449,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195452,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195454,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195455,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195456,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195457,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195459,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195460,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195461,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195462,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195463,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195465,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195466,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195468,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195473,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195474,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195476,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195478,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195481,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195482,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195483,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195484,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195486,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195487,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195489,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195490,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195492,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195493,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195502,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195506,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195507,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195509,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195510,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195512,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195513,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195514,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195516,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195518,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195530,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195531,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195533,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195534,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195535,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195540,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195541,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195542,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195544,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195548,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195551,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195554,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195555,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195556,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195557,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195560,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195561,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195562,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195563,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195564,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195565,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195569,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195575,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195576,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195921,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195922,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195926,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195927,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195928,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195929,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195930,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195931,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195933,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195937,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195939,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195940,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195941,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195942,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195945,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195950,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195958,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195959,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195961,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195964,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195966,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195969,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195970,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195971,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195972,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195973,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195974,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195975,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195977,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195978,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195979,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195980,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195981,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
50065,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50066,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50074,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50076,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50078,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50079,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50080,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50083,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50087,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50088,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50089,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50092,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50094,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50096,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50098,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50108,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50109,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50111,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50112,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50113,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50114,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50116,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50117,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50118,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50119,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50120,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50121,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50122,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50123,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50125,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50126,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50127,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50128,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50129,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50130,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50131,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50132,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50133,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50135,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50136,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50138,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50139,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50140,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50141,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50142,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50143,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50144,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50145,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50146,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50147,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50148,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50149,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50150,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50151,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50156,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50162,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50163,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50164,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50165,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50166,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50167,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50168,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50169,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50170,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50171,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50172,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50173,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50174,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50175,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50176,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50178,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50180,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50182,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50183,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50184,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50188,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50192,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50197,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50201,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50203,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50204,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50205,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50206,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50208,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50209,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50210,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50215,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50220,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50221,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50222,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50223,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50224,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50229,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50231,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50232,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50233,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50237,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50239,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50241,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50247,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50248,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50253,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50256,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50257,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50258,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
50262,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50263,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50264,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
50271,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
51129,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
51223,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
51224,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
51243,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
51255,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
60427,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61220,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61238,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61239,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61240,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61487,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
61491,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61492,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61493,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61494,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61495,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61496,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61497,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61498,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61500,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61503,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61504,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
61513,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61519,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61527,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61531,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61609,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61613,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61616,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61623,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61627,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61628,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61631,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61632,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61635,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
61636,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
61637,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
62123,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62134,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62135,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62136,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62138,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62139,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62140,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62141,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62142,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62143,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62144,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62145,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62146,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
62147,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62159,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
62172,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62173,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62176,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62177,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62183,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62184,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62289,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
62290,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62291,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62294,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
62412,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62419,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62424,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62431,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62433,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62435,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
62484,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62501,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62502,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62503,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
62523,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
102966,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
102968,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
102970,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
102974,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
102986,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
102987,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
103001,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
103003,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
103015,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
103019,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
103025,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
103047,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
103051,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
112320,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
112321,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
112323,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
112326,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
112327,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
112330,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
112332,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
112337,ELKR,PASSABLE,CWF,based on assessment comments (and imagery review where required)
112342,ELKR,BARRIER,CWF,based on assessment comments (and imagery review where required)
6531,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
6533,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57096,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57099,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57100,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57103,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57118,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57122,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57129,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57130,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57134,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57142,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57144,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57153,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57154,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57157,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57159,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57160,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57163,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57167,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57172,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57176,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57177,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57178,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57179,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57181,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57183,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57191,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57196,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57198,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57199,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57201,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57202,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57205,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57206,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57209,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57220,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57221,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57225,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57226,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57230,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57231,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57236,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57237,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57239,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57242,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57243,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57245,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57252,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57259,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57261,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57264,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57267,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57270,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57271,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57272,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
57274,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57275,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57276,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57280,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57281,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57294,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57301,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57303,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57308,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57311,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57315,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57321,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57347,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57348,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57349,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57352,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57353,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57357,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57358,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57360,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57361,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57362,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57364,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57366,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57369,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57373,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57375,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57377,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57384,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57389,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57391,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57397,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57400,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57402,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
